Date,High,Low,Close,Adj Close,Volume
2015-04-22,237.908997,233.475998,234.175995,234.175995,23847900.0
2017-03-16,1257.97998,1152.439941,1187.810059,1187.810059,638568000.0
2018-01-26,11656.700195,10470.299805,11171.400391,11171.400391,9746199552.0
2020-06-24,9680.367188,9278.233398,9313.610352,9313.610352,18961716076.0
2017-06-24,2757.939941,2583.189941,2608.719971,2608.719971,982750016.0
2017-05-01,1434.319946,1348.300049,1421.599976,1421.599976,713624000.0
2019-07-26,9916.517578,9717.982422,9870.303711,9870.303711,14495714483.0
2014-12-19,318.53299,306.769012,317.842987,317.842987,23823100.0
2017-06-21,2772.01001,2660.399902,2689.100098,2689.100098,1626579968.0
2017-08-22,4128.759766,3674.580078,4100.52002,4100.52002,3764239872.0
2017-09-13,4131.97998,3789.919922,3882.590088,3882.590088,2219409920.0
2020-08-05,11786.617188,11158.285156,11747.022461,11747.022461,24411254471.0
2018-04-17,8285.959961,7881.720215,7902.089844,7902.089844,6900879872.0
2016-08-13,589.773987,584.979004,585.588013,585.588013,43563000.0
2017-09-30,4358.430176,4160.859863,4338.709961,4338.709961,1207449984.0
2017-06-09,2901.709961,2795.620117,2823.810059,2823.810059,1348950016.0
2018-09-14,6596.100098,6456.169922,6512.709961,6512.709961,4076220000.0
2019-04-23,5633.802246,5389.408691,5572.362305,5572.362305,15867308108.0
2015-02-17,245.774994,232.313995,243.610001,243.610001,27363100.0
2017-09-20,4031.389893,3857.72998,3905.949951,3905.949951,1213830016.0
2015-05-21,236.242004,233.835007,235.343994,235.343994,15108900.0
2021-03-02,50076.679688,47228.84375,48295.546875,48295.546875,46211055616.0
2016-11-14,706.283997,699.807983,705.020996,705.020996,62993000.0
2016-04-19,436.019989,428.104004,435.509003,435.509003,52810500.0
2018-09-26,6585.910156,6397.890137,6495.0,6495.0,4437300000.0
2016-08-20,582.817993,575.45697,581.697021,581.697021,45301400.0
2018-01-11,15018.799805,13105.900391,13405.799805,13405.799805,16534099968.0
2018-04-04,7469.879883,6803.879883,6853.839844,6853.839844,4936000000.0
2017-03-01,1222.5,1179.689941,1222.5,1222.5,229056992.0
2019-12-08,7634.606445,7476.091309,7564.345215,7564.345215,15409908086.0
2018-02-28,11089.799805,10393.099609,10397.900391,10397.900391,6936189952.0
